"lang"
{
	"Language"		"russian"
		"ItemHistory_Action_PackageItem"								"Получено в промо-акции"
		"ItemHistory_Action_CDKeyGrant"									"Получено за активацию цифрового ключа"
		"ItemHistory_Action_AwardXP"									"Получено за повышение уровня"
		"ItemHistory_Action_UnpackItems"								"Получено из распакованного набора"
		"ItemHistory_Action_TutorialDrop"								"Получено за прохождение обучения"
		"ItemHistory_Action_FantasyTicketRefund"						"Средства возвращены"
		"ItemHistory_Action_AdditionalDrop"								"Найдено"
		"ItemHistory_Action_Market_Add"									"Получено с торговой площадки Steam"
		"ItemHistory_Action_UseItem_Rollback_NewItem"					"Не удалось использовать предмет. Он восстановлен."
		"ItemHistory_Action_CreatedByManualItemRecreateOperation"		"Создано службой поддержки Steam"
		"ItemHistory_Action_EventWon"									"Выиграно в событии"
		"ItemHistory_Action_TournamentDrop"								"Получено в награду за просмотр турнира"
		"ItemHistory_Action_DiretideReward"								"Получено в награду во время события «Восстание тьмы»"
		"ItemHistory_Action_EventPointLevel"							"Получена награда компендиума"
		"ItemHistory_Action_PerfectWorldPromo"							"Получено в промо-акции"
		"ItemHistory_Action_VictoryPredictionReward"					"Получено в награду за верное предсказание в компендиуме"
		"ItemHistory_Action_AssassinMinigameDrop"						"Получено за участие в событии «Охота на заклятых врагов»"
		"ItemHistory_Action_WeekendTourneyTicket_Refund"				"Средства возвращены"
		"ItemHistory_Action_PlayerCardPackFromDust"						"Пыль обменена на набор карточек"
		"ItemHistory_Action_WeekendTourneyChampionsCupTicketEarned"		"Получено"
		"ItemHistory_Action_EventPointPurchase"							"Приобретено за очки"
		"ItemHistory_Action_SeasonalItemGrant"							"Выдача предметов по подписке или за сезон"

		

		"ItemHistory_Transaction_Delete"								"Удалено вами"
		"ItemHistory_Transaction_Craft"									"Создано"
		"ItemHistory_Transaction_UnlockCrate"							"Открыта сокровищница"
		"ItemHistory_Transaction_SupportUndo"							"Служба поддержки Steam отменила ваши действия"
		"ItemHistory_Transaction_StrangePart"							"Использован странный модификатор"
		"ItemHistory_Transaction_ConsumeItem_Complete"					"Рецепт завершён"
		"ItemHistory_Transaction_RemoveItemCraftIndex"					"Удалён индекс ковки"
		"ItemHistory_Transaction_Autographed"							"Автограф прикреплён"
		"ItemHistory_Transaction_PurchaseFinalized"						"Покупка завершена"
		"ItemHistory_Transaction_Recycled"								"Перековано"
		"ItemHistory_Transaction_PennantUpgrade"						"Уровень вымпела повышен"
		"ItemHistory_Transaction_ApplyEssence"							"Эссенция вселена в яйцо"
		"ItemHistory_Transaction_OpenPlayerCardPack"					"Открыт набор карточек"
		"ItemHistory_Transaction_PlayerCardRecycle"						"Обращено в пыль"

		"ItemHistory_ItemIsInInventory"		"В вашем инвентаре"
		"ItemHistory_ItemIsSubscription"	"Активируемая подписка"

		// Game states
		"EGameState_Intro"	"Начало игры"
		"EGameState_Playing"	"В игре"
		"EGameState_GameOver"	"Конец игры"

		// Round States
		"ERoundState_Preparing"	"Подготовка"
		"ERoundState_Ready"		"Начало"
		"ERoundState_Combat"	"Бой"
		"ERoundState_RoundOver"	"Начало"
		"GAME_FLOW_STEP_POST_COMBAT" "Ожидание"
		"DAC_Looting"			"Выбор предмета"

		"dac_creep_wave_1"		"Разминка"
		"dac_creep_wave_2"		"Тренировка"
		"dac_creep_wave_3"		"Набираем обороты"
		"dac_creep_wave_4"		"Первый перерыв"
		"dac_creep_wave_5"		"Цирк с волками"
		"dac_creep_wave_6"		"Медвежата!"
		"dac_creep_wave_7"		"Естественный отбор"
		"dac_creep_wave_8"		"Большие ящеры — большие награды"
		"dac_creep_wave_9"		"Становится жарко"
		"dac_creep_wave_10"		"Не кормите троллей"
		"dac_creep_wave_11"		"И вот развязка..."
		"dac_creep_wave_12"		"НЕТ, ВОТ ТЕПЕРЬ развязка..."


		"default_item"						"Основной"
		
		//Hero Names
		"npc_dota_hero_none"				"--"
		"npc_dota_hero_queenofpain"			"Королева боли"
		"npc_dota_hero_antimage"			"Антимаг"
		"npc_dota_hero_kunkka"				"Кункка"
		"npc_dota_hero_lina"				"Лина"
		"npc_dota_hero_mirana"				"Мирана"
		"npc_dota_hero_slardar"				"Слардар"
		"npc_dota_hero_lion"				"Лайон"
		"npc_dota_hero_phantom_assassin"	"Фантомная убийца"
		"npc_dota_hero_tidehunter"			"Морской тиран"
		"npc_dota_hero_witch_doctor"		"Знахарь"
		"npc_dota_hero_vengefulspirit"		"Дух мести"
		"npc_dota_hero_juggernaut"			"Джаггернаут"
		"npc_dota_hero_earthshaker"			"Землевержец"
		"npc_dota_hero_pudge"				"Падж"
		"npc_dota_hero_bane"				"Страх"
		"npc_dota_hero_crystal_maiden"		"Кристальная дева"
		"npc_dota_hero_sven"				"Свен"
		"npc_dota_hero_skeleton_king"		"Король-призрак"
		"npc_dota_hero_storm_spirit"		"Дух шторма"
		"npc_dota_hero_sand_king"			"Король песков"
		"npc_dota_hero_nevermore"			"Исчадие тьмы"
		"npc_dota_hero_drow_ranger"			"Дроу-стражница"
		"npc_dota_hero_axe"					"Акс"
		"npc_dota_hero_bloodseeker"			"Жрец крови"
		"npc_dota_hero_phantom_lancer"		"Фантомный копейщик"
		"npc_dota_hero_razor"				"Рейзор"
		"npc_dota_hero_morphling"			"Морфлинг"
		"npc_dota_hero_zuus"				"Зевс"
		"npc_dota_hero_tiny"				"Кроха"
		"npc_dota_hero_puck"				"Пак"
		"npc_dota_hero_windrunner"			"Лучница ветра"
		"npc_dota_hero_lich"				"Лич"
		"npc_dota_hero_shadow_shaman"		"Шаман теней"
		"npc_dota_hero_riki"				"Рики"
		"npc_dota_hero_enigma"				"Энигма"
		"npc_dota_hero_tinker"				"Механик"
		"npc_dota_hero_sniper"				"Снайпер"
		"npc_dota_hero_necrolyte"			"Некрофос"
		"npc_dota_hero_warlock"				"Чернокнижник"
		"npc_dota_hero_beastmaster"			"Повелитель зверей"
		"npc_dota_hero_venomancer"			"Веномант"
		"npc_dota_hero_faceless_void"		"Безликий"
		"npc_dota_hero_death_prophet"		"Вестница смерти"
		"npc_dota_hero_pugna"				"Пугна"
		"npc_dota_hero_templar_assassin"	"Стражница храма"
		"npc_dota_hero_viper"				"Вайпер"
		"npc_dota_hero_luna"				"Луна"
		"npc_dota_hero_dragon_knight"		"Рыцарь-дракон"
		"npc_dota_hero_dazzle"				"Даззл"
		"npc_dota_hero_rattletrap"			"Часовщик"
		"npc_dota_hero_leshrac"				"Лешрак"
		"npc_dota_hero_furion"				"Лесной пророк"
		"npc_dota_hero_life_stealer"		"Пожиратель жизни"
		"npc_dota_hero_dark_seer"			"Тёмный провидец"
		"npc_dota_hero_clinkz"				"Клинкз"
		"npc_dota_hero_omniknight"			"Рыцарь Всезнания"
		"npc_dota_hero_enchantress"			"Чаровница"
		"npc_dota_hero_huskar"				"Хускар"
		"npc_dota_hero_night_stalker"		"Ночной охотник"
		"npc_dota_hero_broodmother"			"Мать-паучиха"
		"npc_dota_hero_bounty_hunter"		"Охотник за головами"
		"npc_dota_hero_weaver"				"Ткач"
		"npc_dota_hero_jakiro"				"Джакиро"
		"npc_dota_hero_batrider"			"Летучий всадник"
		"npc_dota_hero_chen"				"Чен"
		"npc_dota_hero_spectre"				"Спектра"
		"npc_dota_hero_doom_bringer"		"Вершитель судеб"
		"npc_dota_hero_ancient_apparition"	"Древний дух"
		"npc_dota_hero_ursa"				"Урса"
		"npc_dota_hero_spirit_breaker"		"Призрак раздора"
		"npc_dota_hero_gyrocopter"			"Гиролётчик"
		"npc_dota_hero_alchemist"			"Алхимик"
		"npc_dota_hero_invoker"				"Инвокер"
		"npc_dota_hero_silencer"			"Адепт молчания"
		"npc_dota_hero_obsidian_destroyer"	"Поглотитель Внемирья"
		"npc_dota_hero_lycan"				"Ликантроп"
		"npc_dota_hero_brewmaster"			"Хмелевар"
		"npc_dota_hero_shadow_demon"		"Демон мрака"
		"npc_dota_hero_lone_druid"			"Последний друид"
		"npc_dota_hero_chaos_knight"		"Рыцарь хаоса"
		"npc_dota_hero_treant"				"Энт-защитник"
		"npc_dota_hero_meepo"				"Мипо"
		"npc_dota_hero_ogre_magi"			"Огр-маг"
		"npc_dota_hero_undying"				"Нетленец"
		"npc_dota_hero_rubick"				"Рубик"
		"npc_dota_hero_disruptor"			"Дисраптор"
		"npc_dota_hero_nyx_assassin"		"Избранник Никс"
		"npc_dota_hero_naga_siren"			"Нага-сирена"
		"npc_dota_hero_keeper_of_the_light"	"Хранитель света"
		"npc_dota_hero_visage"				"Визаж"
		"npc_dota_hero_wisp"				"Ио"
		"npc_dota_hero_slark"				"Сларк"
		"npc_dota_hero_medusa"				"Медуза"
		"npc_dota_hero_troll_warlord"		"Тролль-воитель"
		"npc_dota_hero_centaur"				"Кентавр-вождь"
		"npc_dota_hero_magnataur"			"Магнус"
		"npc_dota_hero_shredder"			"Древопил"
		"npc_dota_hero_bristleback"			"Иглогрив"
		"npc_dota_hero_tusk"				"Бивень"
		"npc_dota_hero_skywrath_mage"		"Скайрас-маг"
		"npc_dota_hero_abaddon"				"Абаддон"
		"npc_dota_hero_elder_titan"			"Высший титан"
		"npc_dota_hero_legion_commander"	"Командир легиона"
		"npc_dota_hero_ember_spirit"		"Дух пламени"
		"npc_dota_hero_earth_spirit"		"Дух земли"
		"npc_dota_hero_abyssal_underlord"	"Владыка бездны"
		"npc_dota_hero_phoenix"				"Феникс"
		"npc_dota_hero_terrorblade"			"Террорблейд"
		"npc_dota_hero_oracle"				"Оракул"
		"npc_dota_hero_techies"				"Минёры"
		"npc_dota_hero_target_dummy"		"Мишень"
		"npc_dota_hero_winter_wyvern"		"Зимняя виверна"
		"npc_dota_hero_arc_warden"			"Расколотый страж"
		"npc_dota_hero_monkey_king"			"Царь обезьян"
		"npc_dota_hero_pangolier"			"Пангольер"
		"npc_dota_hero_dark_willow"			"Тёмная ива"
		"npc_dota_hero_grimstroke"			"Гримстроук"
		"npc_dota_hero_mars"				"Марс"

		
		// Quality
		"base"							"Основной"
		
		
		// Loadout Slots
		"LoadoutSlot_None"									"Нет"
		"LoadoutSlot_Weapon"								"Оружие"
		"LoadoutSlot_OffHand_Weapon"						"Доп. оружие"
		"LoadoutSlot_Head"									"Голова"
		"LoadoutSlot_Shoulder"								"Плечи"
		"LoadoutSlot_Arms"									"Руки"
		"LoadoutSlot_Armor"									"Броня"
		"LoadoutSlot_Belt"									"Пояс"
		"LoadoutSlot_Back"									"Спина"
		"LoadoutSlot_Neck"									"Шея"
		"LoadoutSlot_Legs"									"Ноги"
		"LoadoutSlot_Gloves"								"Перчатки"
		"LoadoutSlot_Tail"									"Хвост"
		"LoadoutSlot_Taunt"									"Насмешка"
		"LoadoutSlot_Emblem"								"Эмблема"
		"LoadoutSlot_Courier"								"Курьер"
		"LoadoutSlot_Announcer"								"Комментатор"
		"LoadoutSlot_Heroic_Statue"							"Геройская статуя"
		"LoadoutSlot_Mega_Kills"							"Мега-убийства"
		"LoadoutSlot_Fan"									"Фанатский вымпел"
		"LoadoutSlot_Action_Item"							"Предмет действия"
		"LoadoutSlot_Fan_Item"								"Фанатский предмет"
		"LoadoutSlot_Weather"								"Погода"
		"LoadoutSlot_Terrain"								"Ландшафт"
		"LoadoutSlot_MultiKill_Banner"						"Сообщения о серии убийств"
		"LoadoutSlot_Music"									"Музыка"
		"LoadoutSlot_Ability_Attack"						"Анимация удара"
		"LoadoutSlot_Ability1"								"1 способность"
		"LoadoutSlot_Ability2"								"2 способность"
		"LoadoutSlot_Ability3"								"3 способность"
		"LoadoutSlot_Ability4"								"4 способность"
		"LoadoutSlot_AbilityUltimate"						"Ульт"
		"LoadoutSlot_Ability_Ultimate"						"Ульт"
		"LoadoutSlot_Body_Head"								"Тело/голова"
		"LoadoutSlot_Mount"									"Животное"
		"LoadoutSlot_Custom_Hex"							"Эффект проклятия"
		"LoadoutSlot_Misc"									"Разное"
		"LoadoutSlot_Summon"								"Призванное существо"
		"LoadoutSlot_ward"									"Тотем"
		"LoadoutSlot_hud_skin"								"Стиль интерфейса"
		"LoadoutSlot_Shapeshift"							"Волчий облик"
		"LoadoutSlot_Wolves"								"Волки"
		"LoadoutSlot_loading_screen"						"Загрузочный экран"
		"LoadoutSlot_Elder_Dragon"							"Облик древнего дракона"
		"LoadoutSlot_Head_Accessory"						"Голова"
		"LoadoutSlot_Shield"								"Щит"
		"LoadoutSlot_Wings"									"Крылья"
		"LoadoutSlot_Quiver"								"Колчан"
		"LoadoutSlot_Beard"									"Борода"
		"LoadoutSlot_Heads"									"Головы"
		"LoadoutSlot_LeftArm"								"Левая рука"
		"LoadoutSlot_RightArm"								"Правая рука"
		"LoadoutSlot_Body"									"Тело"
		"LoadoutSlot_Claws"									"Когти"
		"LoadoutSlot_ambient_effects"						"Визуальные эффекты"
		"LoadoutSlot_cursor_pack"							"Набор курсоров"
		"LoadoutSlot_teleport_effect"						"Эффект телепортации"
		"LoadoutSlot_blink_effect"							"Эффект скачка"
		"LoadoutSlot_Voice"									"Голос"
 		"LoadoutSlot_Pet"									"Питомец"
		"LoadoutSlot_Visage_Familiar"						"Гаргульи"
		"LoadoutSlot_Phoenix_Supernova"						"Сверхновая"
		"LoadoutSlot_Radiant_Creeps"						"Крипы сил Света"
		"LoadoutSlot_Dire_Creeps"							"Крипы сил Тьмы"

		//Hero Loadoutslots
		"LoadoutSlot_Alchemist_TinyArmor"					"Малая броня"
		"LoadoutSlot_Alchemist_Flask"						"Колба"
		"LoadoutSlot_Alchemist_TinyHead"					"Малая голова"
		"LoadoutSlot_Beastmaster_Hawk"						"Ястреб"
		"LoadoutSlot_Beastmaster_Boar"						"Кабан"
		"LoadoutSlot_Brewmaster_Barrel"						"Бочка"
		"LoadoutSlot_Brewmaster_Shoulder"					"Броня"
		"LoadoutSlot_Broodmother_Spiderling"				"Паучок"
		"LoadoutSlot_Clockwerk_Rocket"						"Сигнальная ракета"
		"LoadoutSlot_Clockwerk_Cogs"						"Шестерни"
		"LoadoutSlot_Death_Spirits"							"Духи"
		"LoadoutSlot_EarthSpirit_StoneRemnant"				"Каменная копия"
		"LoadoutSlot_Earthshaker_Totem"						"Тотем"
		"LoadoutSlot_ElderTitan_AstralSpirit"				"Астральный дух"
		"LoadoutSlot_Enigma_Eidolons"						"Эйдолоны"
		"LoadoutSlot_Gyrocopter_Guns"						"Пушки"
		"LoadoutSlot_Gyrocopter_Propeller"					"Пропеллер"
		"LoadoutSlot_Gyrocopter_MissileCompartment"			"Отсек для ракеты"
		"LoadoutSlot_Gyrocopter_HomingMissile"				"Самонаводящаяся ракета"
		"LoadoutSlot_Invoker_ForgeSpirit"					"Дух-элементаль"
		"LoadoutSlot_Juggernaut_HealingWard"				"Целительный тотем"
		"LoadoutSlot_LegionCommander_Banners"				"Знамёна"
		"LoadoutSlot_LoneDruid_TrueForm"					"Истинный облик"
		"LoadoutSlot_LoneDruid_SpiritBear"					"Дух-медведь"
		"LoadoutSlot_NaturesProphet_Treants"				"Энты"
		"LoadoutSlot_Pugna_NetherWard"						"Тотем бездны"
		"LoadoutSlot_ShadowShaman_SerpentWards"				"Змеиные тотемы"
		"LoadoutSlot_Techies_Cart"							"Тележка"
		"LoadoutSlot_Techies_Bazooka"						"Ракетница"
		"LoadoutSlot_Techies_Squee"							"Скви"
		"LoadoutSlot_Techies_Spoon"							"Спун"
		"LoadoutSlot_Techies_Spleen"						"Сплин"
		"LoadoutSlot_Techies_RemoteMines"					"Радиомины"
		"LoadoutSlot_TerrorBlade_Demon"						"Демон"
		"LoadoutSlot_TrollWarlord_OffHand_Weapon_Melee"		"Доп. оружие ближнего боя"
		"LoadoutSlot_TrollWarlord_Weapon_Melee"				"Оружие ближнего боя"
		"LoadoutSlot_Tusk_Tusks"							"Бивни"
		"LoadoutSlot_Tusk_Fist"								"Кулак"
		"LoadoutSlot_Tusk_FrozenSigil"						"Морозная печать"
		"LoadoutSlot_Undying_Tombstone"						"Надгробие"
		"LoadoutSlot_Undying_Flesh_Golem"					"Трупный голем"
		"LoadoutSlot_Venomancer_StingerLimbs"				"Ядовитые конечности"
		"LoadoutSlot_Venomancer_PlagueWard"					"Чумные тотемы"
		"LoadoutSlot_Warlock_Golem"							"Голем"
		"LoadoutSlot_Warlock_Lantern"						"Фонарь"
		"LoadoutSlot_Warlock_EvilPurse"						"Зловещая сумка"
		"LoadoutSlot_Weaver_Antennae"						"Антенны"
		"LoadoutSlot_WitchDoctor_DeathWard"					"Тотем смерти"
		"LoadoutSlot_Techies_Sign"							"Табличка"
		"LoadoutSlot_Jakiro_Head_Left"						"Левая голова"
		"LoadoutSlot_Jakiro_Head_Right"						"Правая голова"
	

		// Item Editor // Workshop Tools

		"DOTA_Workshop_AmbientLight"							"Внешняя засветка"
		"DOTA_Workshop_AmbientLightScale"						"Яркость внешней засветки"
		"DOTA_Workshop_Automate"								"Завершить автоматически"
		"DOTA_Workshop_CloneCamera"								"Дублировать вид камеры"
		"DOTA_Workshop_Copy"								    "Скопировать"
		"DOTA_Workshop_PasteAll"								"Вставить всё"
		"DOTA_Workshop_PasteVisuals"							"Вставить изображение"
		"DOTA_Workshop_BackgroundColor"                         "Фоновый цвет"
		"DOTA_Workshop_BackgroundTexture"                       "Фоновая текстура"
		"DOTA_Workshop_Camera"                                  "Камера"
		"DOTA_Workshop_CameraRoll"                              "Наклон камеры"
		"DOTA_Workshop_CameraFOV"                               "Поле зрения камеры"
		"DOTA_Workshop_CameraFarZ"                              "Отдаление камеры"
		"DOTA_Workshop_EditAngles"                              "Изменить наклон"
		"DOTA_Workshop_EditAttachments"                         "Изменить точки фиксации"
		"DOTA_Workshop_EditGeneric"                             "Предпросмотр модели"
		"DOTA_Workshop_EditOrigin"                              "Изменить источник"
		"DOTA_Workshop_EditTarget"                              "Изменить цель"
		"DOTA_Workshop_EditPortrait"                            "Изменить портрет"
		"DOTA_Workshop_GameDay"                                 "День"
		"DOTA_Workshop_GameNight"                               "Ночь"
		"DOTA_Workshop_ImportError"                             "Ошибка импорта"
		"DOTA_Workshop_ImportLog"                               "Журнал импорта"
		"DOTA_Workshop_ImagePreview"                            "Предпросмотр изображения"
		"DOTA_Workshop_Next"                                    "Далее"
		"DOTA_Workshop_ValveSelectItemID"                       "Выберите ID предмета"
		"DOTA_Workshop_PickType"                                "Выберите тип"
		"DOTA_Workshop_Portrait"                                "Портрет"
		"DOTA_Workshop_Prev"                                    "Назад"
		"DOTA_Workshop_Preview"                                 "Предпросмотр"
		"DOTA_Workshop_PreviewInGame"                           "Предпросмотр в игре"
		"DOTA_Workshop_SelectInputs"                            "Выберите файлы"
		"DOTA_Workshop_SelectWearables"                         "Выберите предметы"
		"DOTA_Workshop_ShadowColor"                             "Цвет тени"
		"DOTA_Workshop_EntityShadowScale"                       "Масштаб тени"
		"DOTA_Workshop_ShowLowResModel"                         "Показать модель низкого качества"
		"DOTA_Workshop_ShowPedestal"                            "Показать пьедестал"
		"DOTA_Workshop_ShowReferenceModel"                      "Показать основу"
		"DOTA_Workshop_ShowParticles"							"Показать эффекты частиц"
