"dac"
{
	// General Strings
	"DAC_MatchType"										"Tipo de partida"
	"DAC_GameMode"										"Mode de Jogo"
	"DAC_FreestyleDesc"									"Neste modo, tu tens controlo total sobre o tabuleiro e podes criar qualquer cenário possível e imaginário. Usa-o para testares novas combinações de heróis e estratégias. Podes depois partilhar os teus cenários com os teus amigos e com a comunidade."
	"DAC_DBHome_Play_Party"								"Partida em grupo"
	"DAC_DBHome_Searching_Party"						"A procurar partida"
	"DAC_ReplayTheTutorial"								"Repetir o tutorial"
	"DAC_ComingSoon"									"Em breve"
	"DAC_MatchTypeNameDuosState_SoloWithBots"			"Junta-te a um bot e enfrenta outros jogadores"
	"DAC_MatchTypeNameDuosState_PartyWithBots"			"Alguns jogadores terão um parceiro bot"
	"DAC_MatchTypeNameDuosState_NoParty"				"Requer grupo de pelo menos 2 jogadores"
	"DAC_MatchTypeNameDuosState_NeedBuddy"				"Grupo demasiado pequeno para este modo"
	"DAC_MatchTypeNameDuosState_NeedBuddyOrBot"			"Convida um amigo ou seleciona um parceiro bot"
	"DAC_MatchTypeNameDuosState_ExcessBuddies"			"Grupo demasiado grande para este modo"
	"DAC_MatchTypeNameDuosState_TooManyPlayersOnTeam"	"Demasiados jogadores numa equipa. Seleciona para gerires."
	"DAC_MatchTypeNameDuosState_CantFillTeams"			"Não há jogadores suficientes para criar equipas de 2 para todos"
	"DAC_MatchTypeNameDuosState_NotReady"				"Nem todos os membros da equipa estão prontos"
	"DAC_DBHome_Mobile_Play"							"Jogar"
	"DAC_DBHome_Fight"									"Fight!"
	"DAC_DBHome_Mobile_PlayAudio"						"Reproduzir"
	"DAC_DBHome_Mobile_Play_Now"						"Jogar agora"
	"DAC_VS"											"VS"
	"DAC_Teammate"										"Parceiro"
	"DuosAboutLabel"									"Duplas? O que é?"
	"DAC_MatchTypeDescOnline"							"Joga contra outros jogadores online."
	"DAC_MatchTypeDescStandard"							"Partida mais estratégica e complexa"
	"DAC_MatchTypeDescTurbo"							"Partida rápida; quatro derrotas e já foste"
	"DAC_MatchTypeDescDuos"								"Junta-te a um amigo numa partida normal"
	"DAC_MatchTypeDescTraining"							"Explora combinações de heróis ou testa estratégias."
	"DAC_MatchTypeDescDuosCasual"						"Junta-te a um amigo ou um bot para lutarem juntos online."
	"DAC_MatchTypeDescDuosRanked"						"Junta-te a um amigo para lutarem juntos online."
	"DAC_MatchTypeDescBots"								"Joga uma partida contra bots."	
	"DAC_MatchTypeDescResume"							"Continua a tua última partida contra bots."	
	"DAC_MatchTypeDescTurboBots"						"Joga uma partida Knockout sozinho contra bots."
	"DAC_MatchTypeDescDuosBots"							"Joga com um bot aliado numa partida de Duplas contra bots."	
	"DAC_MatchTypeDescFreestyle"						"Prepara e testa batalhas sem limites."	
	"DAC_MatchTypeDescTutorial"							"Aprende as bases do Underlords."
	"DAC_MatchTypeDescFreestyle2"						"Neste modo, tu tens controlo total sobre o tabuleiro e podes criar qualquer cenário possível e imaginário. Usa-o para testares novas combinações de heróis e estratégias. Podes depois partilhar os teus cenários com os teus amigos e com a comunidade."	
	"DAC_Play_Duos_Invite"								"Convidar amigo"

	"DAC_Training"										"Treino"

	"DAC_OpenFreestyleMenu"								"Abrir menu do Modo Livre"
	"DAC_CloseFreestyleMenu"							"Fechar menu do Modo Livre"

	"DAC_DBHome_ReadyUp"								"Preparar"
	"DAC_DeselectUnderlord"								"Cancelar seleção"
	"DAC_SelectUnderlord"								"Selecionar Underlord"
	"DAC_DBHome_Party_Member_Not_Ready"					"Nem todos os jogadores estão prontos"
	"DAC_ResumeInfo_Round"								"Ronda"
	"DAC_ResumeInfo_Desc"								"Partida ({s:resume_mode}) - {i:resume_round}.ª ronda"
	"DAC_ResumeInfo_Timestamp"							"{t:s:resume_timestamp} às {t:t:resume_timestamp}"

	"DAC_PreMatchDetails_FindMatch"						"Procurar partida"
	"DAC_PreMatchDetails_BeginMatch"					"Jogar partida"
	"DAC_Start"											"Começar"

	"DAC_AlertPlayer_MatchReadyTitle"					"Estado do Matchmaking"
	"DAC_AlertPlayer_MatchReadyText"					"A tua partida está pronta"

	"GC_reconnecting"									"A restaurar ligação à rede do Dota Underlords..."
	"GC_nosteam"										"Sem ligação ao Steam"
	"GC_steamoffline"									"- Modo Offline -"
	"GC_searching"										"À procura da rede do Dota Underlords..."
	"GC_noconnection"									"Não estás ligado à rede do Dota Underlords."
	"GC_connecting"										"A ligar à rede do Dota Underlords..."
	"GC_connected"										"Ligado à rede do Dota Underlords."
	"GC_down"											"A rede do Dota Underlords está temporariamente offline."
	"GC_updating"										"A rede do Dota Underlords está a ser atualizada..."
	"GC_logging_in"										"Ligado à rede do Dota Underlords; a iniciar sessão..."
	"GC_steamupdating"									"Os servidores do Steam estão a ser atualizados..."
	"GC_Network_Full"									"A rede do Dota Underlords encontra-se atualmente sobrelotada."
	"GC_Queue_Position"									"A rede do Dota Underlords encontra-se atualmente sobrelotada. Posição na fila: {i:gc_queue_position}"
	"GC_Queue_Wait_Time"								"A rede do Dota Underlords encontra-se atualmente sobrelotada. Posição na fila: {i:gc_queue_position}. Tempo estimado de espera: {s:gc_queue_wait_time}"
	"GC_Wait_Time"										"Tempo de espera estimado: %s1"
	"GC_Wait_Time_Unknown"								"Desconhecido"
	"GC_suspended"										"Conta suspensa por ferramentas externas associadas ao Dota Underlords terem sido detetadas pelo sistema antibatota da Valve (VAC)."

	"DAC_GC_updating"									"A rede do Dota Underlords está a ser atualizada..."
	"DAC_GC_steamupdating"								"Os servidores do Steam estão a ser atualizados..."
	"DAC_GC_noconnection"								"Não estás ligado à rede do Dota Underlords."
	"DAC_GC_nosteam"									"Sem ligação ao Steam"

	"DAC_DBPlay_AbandonGame"							"Abandonar partida"
	"DAC_DBPlay_AbandonConfirm"							"Are you sure you want to abandon this game?<br><br>You will lose all Battle Pass progress for this match."

	"DAC_Popup_Ping_NoDataCenters"						"Não foi possível estabelecer ligação com nenhum centro de dados do Dota Underlords.  Verifica a tua ligação à internet."
	"DAC_AlreadyInGame"									"Já estás numa partida"
	"DAC_Popup_AlreadySearching_Header"					"Cancelar procura?"
	"DAC_Popup_AlreadySearching_Body"					"Já estás à procura de outra partida. Cancelar a procura e continuar aqui?"
	
	"DAC_Popup_MissingRegionChinaInfo_Header"			"Não registaste a tua conta"
	"DAC_Popup_MissingRegionChinaInfo_Body"				"Para poderes jogar online, tens de registar as informações da tua conta. Gostarias de o fazer agora?"
	"DAC_Popup_ChinaDurationControlTimeOut_Header"		"Limite de tempo de jogo alcançado"
	"DAC_Popup_ChinaDurationControlTimeOut_Body"			"Foi alcançado o tempo de jogo máximo permitido para um menor de idade. Todos os modos online foram desativados até amanhã de manhã ou até após uma pausa suficientemente longa."

	"DAC_Popup_DisconnectListenServer_Header"			"Sair da partida"
	"DAC_Popup_DisconnectListenServer_Body"				"O teu progresso é guardado automaticamente após cada ação tua durante a fase de preparação. Sair para o menu principal?"
	"DAC_Popup_DisconnectListenServerTutorial_Body"		"Voltar ao menu principal?"

	"DAC_Popup_QuitPuzzle_Header"						"Quit Puzzle"
	"DAC_Popup_QuitPuzzle_Body"							"Quit the puzzle?"
	"DAC_Popup_QuitStreetfight_Header"					"Quit Streetfight"
	"DAC_Popup_QuitStreetfight_Body"					"Quit the Streetfight?"


	"DAC_Popup_DisconnectSinglePlayerLobby_Body"		"Se te desconectares por mais de 30 minutos, a partida vai terminar automaticamente. Sair para o menu principal?"

	"DAC_MatchmakingStopped_Header"						"Removido do matchmaking"
	"DAC_MatchmakingStopped_Reason_Unspecified"			"Erro do servidor"
	"DAC_MatchmakingStopped_Reason_VersionUpdated"		"O teu jogo está desatualizado. Por favor, atualiza e reinicia o jogo."
	"DAC_MatchmakingStopped_Reason_FailedReadyUp"		"A partida não foi aceite a tempo"
	"DAC_MatchmakingStopped_Reason_TourneySeriesClosed"	"A série do torneio foi encerrada."
	
	"DAC_StartMatchmaking_ErrorTitle"						"Erro"
	"DAC_StartMatchmaking_AlreadyFindingMatch"				"Não foi possível entrar no matchmaking: já estás à procura de uma partida."
	"DAC_StartMatchmaking_PartyMemberInLobby"				"Não foi possível entrar no matchmaking: já estás a jogar uma partida. Sai dessa partida primeiro."
	"DAC_StartMatchmaking_InvalidClientVersion"				"Não foi possível entrar no matchmaking: o teu jogo está desatualizado. Por favor, atualiza e reinicia o jogo."
	"DAC_StartMatchmaking_MatchmakingDisabled"				"De momento, não é possível procurar partidas para este modo. Tenta de novo daqui a alguns minutos."
	"DAC_StartMatchmaking_MatchmakingTooBusy"				"O sistema de organização de partidas está atualmente sobrecarregado. Tenta de novo daqui a alguns minutos."
	"DAC_StartMatchmaking_InternalError"					"Ocorreu um erro interno ao tentar procurar uma partida."
	"DAC_StartMatchmaking_FailedToGetResponse"				"Não foi possível comunicar com a rede do Dota Underlords para procurares uma partida. Tenta de novo daqui a alguns minutos."
	"DAC_StartMatchmaking_InvalidParty"						"Este grupo foi dissolvido e não pode procurar uma partida"
	"DAC_StartMatchmaking_InvalidPartyPermissions"			"Não tens permissão para começar a procurar uma partida com o grupo atual"
	"DAC_StartMatchmaking_PartyMatchMaking"					"Este grupo já começou a procurar uma partida"
	"DAC_StartMatchmaking_PartyMemberInMatch"				"Estás atualmente numa partida e precisas de sair da mesma para poderes aceitares outra."
	"DAC_StartMatchmaking_PartyMemberInvalidClientVersion"	"Um membro do teu grupo tem uma versão antiga do jogo e precisa de atualizá-lo para que possam procurar uma partida juntos"
	"DAC_StartMatchmaking_PartyMemberNotReady"				"Um membro do teu grupo não está pronto para que possam procurar uma partida juntos"
	"DAC_StartMatchmaking_CannotSelectRegion"				"Não foi possível selecionar a região de matchmaking"
	"DAC_StartMatchmaking_PartyMemberNotAvailable"			"Nem todos os membros do grupo estão online ou disponíveis para procurarem uma partida juntos"
	"DAC_StartMatchmaking_TooManyPlayers"					"Há demasiados jogadores neste grupo para procurarem juntos uma partida deste modo de jogo"
	"DAC_StartMatchmaking_TooManySpectators"				"Há demasiados espectadores neste grupo para procurarem juntos uma partida deste modo de jogo"
	"DAC_StartMatchmaking_TooFewPlayers"					"Não há jogadores suficientes neste grupo para procurarem juntos uma partida deste modo de jogo"
	"DAC_StartMatchmaking_InvalidPartyMatchMode"			"Este modo de jogo não pode ser jogado em grupo"
	"DAC_StartMatchmaking_NotAllPlayersCanPlayRanked"		"Nem todos os jogadores deste grupo desbloquearam o modo competitivo, portanto não podem jogar neste modo."
	"DAC_StartMatchmaking_PlayerBannedFromMode"				"Um jogador neste grupo está atualmente banido de jogar neste modo."
	"DAC_StartMatchmaking_ModeLocked"						"Ainda não desbloqueaste este modo"
	"DAC_StartMatchmaking_ModeBanned"						"Foste temporariamente banido de jogar neste modo."
	"DAC_StartMatchmaking_TooManyPlayersOnTeam"				"Demasiados jogadores na mesma equipa"
	"DAC_StartMatchmaking_UnableToFillTeam"					"Não é possível criar equipas válidas com a configuração atual"
	"DAC_StartMatchmaking_InvalidTeam"						"Um utilizador tem uma equipa inválida para este modo de jogo"
	"DAC_StartMatchmaking_RankedLocked1"					"Joga mais {i:games_needed_to_unlock_ranked} partida multijogador casual para desbloqueares o modo multijogador competitivo."
	"DAC_StartMatchmaking_RankedLockedPlural"				"Joga mais {i:games_needed_to_unlock_ranked} partidas multijogador casuais para desbloqueares o modo multijogador competitivo."
	"DAC_StartMatchmaking_InParty"							"Não podes entrar no matchmaking sozinho porque estás num grupo."
	"DAC_Social_FriendsTab"								"Amigos"
	"DAC_Social_PartyTab"								"Grupo"
	"DAC_Social_Profile"								"View Profile"

	"DAC_CreateParty_ErrorTitle"						"Erro"
	"DAC_CreateParty_FailedToGetResponse"				"Não foi possível comunicar com a rede do Dota Underlords para criares um grupo. Tenta de novo daqui a alguns minutos."
	"DAC_CreateParty_InternalError"						"Ocorreu um erro interno ao tentar criar o grupo"
	"DAC_CreateParty_AlreadyInParty"					"Já fazes parte de um grupo. Tens de sair do teu grupo atual para poderes criar outro."
	"DAC_CreateParty_Disabled"							"O sistema de grupos encontra-se em manutenção. Tenta de novo daqui a alguns minutos."
	"DAC_CreateParty_InvalidVersion"					"O teu jogo está desatualizado. Atualiza-o e tenta de novo."
	"DAC_CreateParty_NoRegionPings"						"O teu jogo não parece estar ligado aos nossos servidores. Tenta atualizá-lo se possível, ou verifica a tua ligação à internet."
	"DAC_CreateParty_TooBusy"							"Atualmente, a rede do Dota Underlords está demasiado ocupada para processar esta ação. Tenta de novo daqui a alguns minutos."
	"DAC_CreateParty_RateLimited"						"Realizaste demasiadas ações num curto espaço de tempo. Por favor, aguarda uns momentos e tenta de novo."
	"DAC_CreateParty_NotFriends"						"Só podes convidar amigos para o teu grupo."
	"DAC_CreateParty_UnableToGetRegionPings"			"Não tens a sessão iniciada no Steam, ou a rede do Dota Underlords não pode determinar a tua conectividade atual aos nossos servidores"

	"DAC_PurchaseEvent_GCContact"						"Purchasing"
	"DAC_PurchaseEvent_PleaseWait"						"Please wait"

	"DAC_PurchaseEvent_ErrorTitle"						"Error"
	"DAC_PurchaseEvent_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now. Please try again in a few minutes."
	"DAC_PurchaseEvent_InternalError"					"An unexpected error occurred while making this purchase."
	"DAC_PurchaseEvent_Disabled"						"Purchasing has been temporarily disabled for maintenance"
	"DAC_PurchaseEvent_TooBusy"							"The Dota Underlords Network is too busy to process this action right now. Please try again in a few minutes."
	"DAC_PurchaseEvent_InvalidEvent"					"This event is no longer available for purchasing."
	"DAC_PurchaseEvent_InsufficientCredits"				"You have insufficient credits to purchase this Battle Pass."
	"DAC_PurchaseEvent_ExpectedCostMismatch"			"An unexpected error occurred purchasing this season, your client may be out of date"
	"DAC_PurchaseEvent_AlreadyOwned"					"You already own this season"	
	"DAC_PurchaseEvent_SuccessTitle"					"Success"
	"DAC_PurchaseEvent_SuccessBody"						"You have successfully purchased the Battle Pass!"


	"DAC_PurchaseEventCurrency_ErrorTitle"				"Error"
	"DAC_PurchaseEventCurrency_FailedToGetResponse"		"Unable to talk to the Dota Underlords Network right now. Please try again in a few minutes."
	"DAC_PurchaseEventCurrency_InternalError"			"An unexpected error occurred while making this purchase."
	"DAC_PurchaseEventCurrency_Disabled"				"Purchasing has been temporarily disabled for maintenance"
	"DAC_PurchaseEventCurrency_TooBusy"					"The Dota Underlords Network is too busy to process this action right now. Please try again in a few minutes."
	"DAC_PurchaseEventCurrency_EventNotOwned"			"You must own this season to be able to purchase additional levels."
	"DAC_PurchaseEventCurrency_InvalidCurrency"			"You are not able to purchase levels for this season."
	"DAC_PurchaseEventCurrency_EventClosed"				"This season is now closed and you are not able to purchase levels."
	"DAC_PurchaseEventCurrency_InvalidQuantity"			"The number of levels being purchased is not valid. Your client may be out of date."
	"DAC_PurchaseEventCurrency_InvalidExpectedCost"		"The expected cost for these levels is not valid. Your client may be out of date."
	"DAC_PurchaseEventCurrency_InvalidStartingBalance"	"An unexpected error occurred purchasing these levels, your client may be out of date."
	"DAC_PurchaseEventCurrency_InsufficientCredits"		"You have insufficient credits to purchase these levels."
	"DAC_PurchaseEventCurrency_CurrencyOverflow"		"You are too high level to purchase these additional levels."
	"DAC_PurchaseEventCurrency_SuccessTitle"			"Success"
	"DAC_PurchaseEventCurrency_SuccessBody"				"You have successfully purchased Battle Pass levels!"


	"DAC_StopMatchMaking_ErrorTitle"					"Erro"
	"DAC_StopMatchMaking_FailedToGetResponse"			"Não foi possível comunicar com a rede do Dota Underlords. Tenta de novo daqui a alguns minutos."
	"DAC_StopMatchMaking_GeneralError"					"Não foi possível interromper a procura. Pode haver um problema de ligação ou podes já ter sido colocado numa partida."	

	"DAC_LeaveLobby_ErrorTitle"							"Erro"
	"DAC_LeaveLobby_FailedToGetResponse"				"Não foi possível comunicar com a rede do Dota Underlords. Tenta de novo daqui a alguns minutos."
	
	"DAC_PartyAction_ErrorTitle"						"Erro"
	"DAC_PartyAction_FailedToGetResponse"				"Não foi possível comunicar com a rede do Dota Underlords. Tenta de novo daqui a alguns minutos."
	"DAC_PartyAction_InternalError"						"Ocorreu um erro interno inesperado. Tenta de novo daqui a alguns minutos."
	"DAC_PartyAction_InvalidParty"						"O grupo não pôde ser encontrado. Pode já ter sido dissolvido."
	"DAC_PartyAction_InvalidPermissions"				"Não tens permissão para realizar tais alterações a esse grupo."
	"DAC_PartyAction_InvalidTarget"						"O alvo especificado já não faz parte do grupo."
	"DAC_PartyAction_InvalidValue"						"O valor fornecido não é válido para este grupo."
	"DAC_PartyAction_InMatchMaking"						"O grupo está a procurar uma partida, e tal alteração não pode ser realizada de momento."
	"DAC_PartyAction_InMatch"							"O grupo está atualmente numa partida, e tal alteração não pode ser realizada de momento."
	"DAC_PartyAction_Disabled"							"Esta ação está temporariamente desativada. Tenta de novo daqui a alguns minutos."
	"DAC_PartyAction_TooBusy"							"Atualmente, a rede do Dota Underlords está demasiado ocupada para processar esta ação. Tenta de novo daqui a alguns minutos."
	"DAC_PartyAction_RateLimited"						"Realizaste demasiadas ações num curto espaço de tempo. Por favor, aguarda uns momentos e tenta de novo."

	"DAC_PartyInvite_AcceptInParty_Title"				"Entrar em grupo novo"
	"DAC_PartyInvite_AcceptInParty_Body"				"Já estás num grupo. Queres sair do teu grupo atual e entrar neste novo?"

	"DAC_PartyTeam_NoTeamName"							"Equipa de Duplas"
	"DAC_PartyTeam_StatCasual"							"Vitórias no casual"
	"DAC_PartyTeam_StatRanked"							"Vitórias no competitivo"
	"DAC_PartyTeam_TempLevel"							"Novato nível III"

	"DAC_Reconnect_IncompatibleVersionTitle"			"Não foi possível reconectar"
	"DAC_Reconnect_IncompatibleVersionBody"				"A versão do teu jogo não é válida para se reconectar a este servidor. Isto pode acontecer quando atualizas o jogo durante uma partida ou mudas para uma plataforma com uma versão mais antiga."
	
	"DAC_JoinParty_ErrorTitle"							"Erro"
	"DAC_JoinParty_FailedToGetResponse"					"Não foi possível comunicar com a rede do Dota Underlords para entrares num grupo. Tenta de novo daqui a alguns minutos."
	"DAC_JoinParty_InternalError"						"Ocorreu um erro interno ao tentar entrar no grupo"
	"DAC_JoinParty_AlreadyInParty"						"Já fazes parte de um grupo. Tens de sair do teu grupo atual para poderes entrar noutro."
	"DAC_JoinParty_Disabled"							"O sistema de grupos encontra-se em manutenção. Tenta de novo daqui a alguns minutos."
	"DAC_JoinParty_InvalidParty"						"O grupo no qual pediste para entrar não pôde ser encontrado. Pode já ter sido dissolvido."
	"DAC_JoinParty_InvalidPermissions"					"Não foste convidado(a) para entrar no grupo especificado."
	"DAC_JoinParty_InvalidVersion"						"O teu jogo está desatualizado. Atualiza-o e tenta de novo."
	"DAC_JoinParty_NoRegionPings"						"O teu jogo não parece estar ligado aos nossos servidores. Tenta atualizá-lo se possível, ou verifica a tua ligação à internet."
	"DAC_JoinParty_TooBusy"								"Atualmente, a rede do Dota Underlords está demasiado ocupada para processar o teu pedido. Por favor, aguarda um minuto e tenta de novo."
	"DAC_JoinParty_InvalidCode"							"O código que introduziste não corresponde a nenhum grupo. O código pode ser inválido ou o grupo pode já ter sido dissolvido."
	"DAC_JoinParty_RateLimited"							"Fizeste demasiados pedidos para entrar recentemente. Por favor, aguarda alguns segundos antes de tentares novamente."

	"DAC_JoinParty_TeamNameDelayedTitle"				"Nome da Equipa Mudou"
	"DAC_JoinParty_TeamNameDelayed"						"Alteraste o nome da tua equipa, enquanto procuras uma partida. Este novo nome de equipa só estará disponível da próxima vez que o teu grupo procurar uma partida."

	"DAC_LeaveParty_ErrorTitle"							"Erro"
	"DAC_LeaveParty_FailedToGetResponse"				"Não foi possível comunicar com a rede do Dota Underlords para saíres do teu grupo. Tenta de novo daqui a alguns minutos."
	"DAC_LeaveParty_InternalError"						"Ocorreu um erro interno ao tentar sair do grupo"
	"DAC_LeaveParty_NotInParty"							"Não é possível sair do grupo pedido porque não pertences ao mesmo."
	"DAC_LeaveParty_InMatchMaking"						"Não podes sair do teu grupo enquanto o mesmo estiver à procura de uma partida."
	
	"DAC_SpectateUser_BusyTitle"						"A assistir"
	"DAC_SpectateUser_BusyText"							"Por favor, aguarda"
	"DAC_SpectateUser_ErrorTitle"						"Erro"
	"DAC_SpectateUser_FailedToGetResponse"				"Não foi possível comunicar com a rede do Dota Underlords para assistires à partida deste jogador. Tenta de novo daqui a alguns minutos."
	"DAC_SpectateUser_InternalError"					"Ocorreu um erro ao tentar assistir à partida deste jogador"
	"DAC_SpectateUser_Disabled"							"O modo de espectador encontra-se atualmente desativado. Tenta de novo mais tarde."
	"DAC_SpectateUser_TooBusy"							"Atualmente, a rede do Dota Underlords está demasiado ocupada para processar este pedido para assistir. Tenta de novo daqui a alguns minutos."
	"DAC_SpectateUser_RateLimited"						"Fizeste demasiados pedidos para assistir a partidas recentemente. Por favor, aguarda um minuto e tenta de novo."
	"DAC_SpectateUser_NotInGame"						"O jogador ao qual pretendes assistir já não está numa partida."
	"DAC_SpectateUser_DisabledForGame"					"A partida onde o jogador se encontra não permite espectadores."
	"DAC_SpectateUser_ServerFull"						"O servidor alcançou o número máximo de espectadores. Por favor, tenta de novo mais tarde."
	"DAC_SpectateUser_NotFriends"						"O jogador que tentaste assistir não está na tua lista de amigos. Só podes assistir a partidas de amigos."

	"DAC_AcquireTicket_ErrorTitle"						"Erro"
	"DAC_AcquireTicket_BusyTitle"						"A entrar na partida"
	"DAC_AcquireTicket_BusyText"						"Por favor, aguarda"
	"DAC_AcquireTicket_InternalError"					"Não foi possível comunicar com a rede do Dota Underlords para obteres acesso ao servidor. Tenta de novo daqui a alguns minutos."

	"DAC_PartyInvite_ErrorTitle"						"Erro"
	"DAC_PartyInvite_FailedToGetResponse"				"Não foi possível comunicar com a rede do Dota Underlords para convidares o utilizador especificado. Tenta de novo daqui a alguns minutos."
	"DAC_PartyInvite_InternalError"						"Ocorreu um erro interno ao tentar convidar o utilizador para o grupo"
	"DAC_PartyInvite_AlreadyInvited"					"Este utilizador já está no grupo ou já foi convidado"
	"DAC_PartyInvite_InvalidPermissions"				"Não tens permissão para convidar este utilizador para este grupo"
	"DAC_PartyInvite_InvalidParty"						"O grupo referente ao convite já não existe."
	"DAC_PartyInvite_Disabled"							"De momento, não é possível convidar utilizadores para grupos. Tenta de novo daqui a alguns minutos."
	"DAC_PartyInvite_TooManyInvites"					"Há demasiados convites pendentes para este grupo. Por favor, cancela convites existentes para poderes enviar mais."
	"DAC_PartyInvite_NotFriends"						"Só podes convidar amigos para grupos."
	"DAC_PartyInvite_TooBusy"							"Atualmente, a rede do Dota Underlords está demasiado ocupada para processar este pedido. Tenta de novo dentro de breves momentos."
	"DAC_PartyInvite_RateLimited"						"Enviaste demasiados convites nos últimos segundos. Por favor, aguarda uns momentos antes de enviares mais."

	"DAC_PlayGame_AbandonLobbyTitle"					"A sair da partida"
	"DAC_PlayGame_AbandonLobbyText"						"Por favor, aguarda"

	"DAC_Party_RolePlayer"								"Jogador"
	"DAC_Party_RoleSpectator"							"Espectador"	
	"DAC_Party_CreatePartyTitle"						"A criar grupo"
	"DAC_Party_CreatePartyText"							"Por favor, aguarda"
	"DAC_Party_JoinPartyTitle"							"A entrar no grupo"
	"DAC_Party_JoinPartyText"							"Por favor, aguarda"
	"DAC_Party_PartyReadyTitle"							"A mudar estado"
	"DAC_Party_PartyReadyText"							"Por favor, aguarda"
	"DAC_Party_SetTeamTitle"							"A definir equipa"
	"DAC_Party_SetTeamText"								"Por favor, aguarda"
	"DAC_Party_LeavePartyTitle"							"A sair do grupo"
	"DAC_Party_LeavePartyText"							"Por favor, aguarda"
	"DAC_Party_PartyRoleTitle"							"A mudar de cargo"
	"DAC_Party_PartyRoleText"							"Por favor, aguarda"
	"DAC_Party_KickPlayerTitle"							"A expulsar jogador"
	"DAC_Party_KickPlayerText"							"Por favor, aguarda"
	"DAC_Party_CancelInviteTitle"						"A cancelar convite"
	"DAC_Party_CancelInviteText"						"Por favor, aguarda"
	"DAC_Party_InviteUserTitle"							"A convidar utilizador"
	"DAC_Party_InviteUserText"							"Por favor, aguarda"
